ID,Text,Label
D5 - 969,"i dont talk about limitations, it makes me look bad",Human
D5 - 970,The study's limitations are acknowledged with humility and openness.,AI
D5 - 971,"i dont care about implications, just tell me what to do",Human
D5 - 972,"i dont care about biases, just give me the main findings",Human
D5 - 973,The methodology section explains the research design in detail.,AI
D5 - 974,I can provide a detailed analysis of the topic.,AI
D5 - 975,"i avoid conflicts, they stress me out",Human
D5 - 976,The project team leveraged cloud-based tools for efficient project collaboration.,AI
D5 - 977,The project team demonstrated adaptability in response to client expectations.,AI
D5 - 978,The survey questions were crafted to elicit unbiased responses.,AI
D5 - 979,The study's limitations are acknowledged with transparency.,AI
D5 - 980,The future of sustainable architecture lies in eco-friendly construction materials.,AI
D5 - 981,The study's implications extend beyond the immediate research context.,AI
D5 - 982,"i dont see the point of professionalism, it's overrated",Human
D5 - 983,"i dont care about niche areas, just give me the general information",Human
D5 - 984,"i dont talk about limitations, it makes me look bad",Human
D5 - 985,"i prefer working alone, collaboration is too complicated",Human
D5 - 986,The project team demonstrated attention to detail in every phase.,AI
D5 - 987,"i dont need practical implications, just tell me what to do",Human
D5 - 988,The research methodology considered the impact of environmental factors.,AI
D5 - 989,"i dont worry about external validity, it's too technical",Human
D5 - 990,"i dont worry about privacy, it's overrated",Human
D5 - 991,The project team embraced a collaborative and inclusive approach.,AI
D5 - 992,"i dont care about team well-being, just get the work done",Human
D5 - 993,"i dont document processes, it's too tedious",Human
D5 - 994,The project team prioritized employee well-being through wellness programs.,AI
D5 - 995,"i dont care about deforestation, just get the job done",Human
D5 - 996,The study's methodology ensures replicability by future researchers.,AI
D5 - 997,"why do we have to follow industry standards, its stupid",Human
D5 - 998,"i dont validate data, it's a waste of time",Human
D5 - 999,"i dont care about evidence-based practices, just give me the information",Human
D5 - 1000,The peer review process ensures the quality of the research.,AI
D5 - 1001,"i dont talk about limitations, it makes me look bad",Human
D5 - 1002,The analysis considered potential biases in self-reported data.,AI
D5 - 1003,"i dont care about nanomedicine, just get the job done",Human
D5 - 1004,"i dont like communicating, it's a waste of time",Human
D5 - 1005,"i dont care about participant biases, just give me the results",Human
D5 - 1006,"i dont worry about statistical checks, just give me the data",Human
D5 - 1007,"i dont care about cultural biases, just give me the conclusion",Human
D5 - 1008,"i dont need practical implications, just tell me what to do",Human
D5 - 1009,"I dont understand statistics, can u just do the analysis for me?",Human
D5 - 1010,"i dont like solving problems, it's too much effort",Human
D5 - 1011,The project team effectively managed stakeholder expectations.,AI
D5 - 1012,The findings contribute novel insights that challenge existing paradigms.,AI
D5 - 1013,The results were statistically significant at the 0.05 level.,AI
D5 - 1014,The project team maintained consistent and transparent communication with clients.,AI
D5 - 1015,The project team demonstrated effective risk management.,AI
D5 - 1016,"i dont like trying new things, it's too risky",Human
D5 - 1017,"i dont care about quantum encryption, just get the job done",Human
D5 - 1018,"u kno wut im saying, y do i need proper grammar?",Human
D5 - 1019,The study's methodology minimizes the potential for sampling bias.,AI
D5 - 1020,"i dont talk about limitations, it makes me look bad",Human
D5 - 1021,"i dont care about cultural biases, just give me the conclusion",Human
D5 - 1022,The analysis includes robust statistical tests for data validation.,AI
D5 - 1023,"i dont care about electric scooters, just give me the data",Human
D5 - 1024,The findings are consistent with existing theoretical frameworks.,AI
D5 - 1025,"i dont like solving problems, it's too much effort",Human
D5 - 1026,"i dont talk about limitations, it makes me look bad",Human
D5 - 1027,The analysis employed sophisticated algorithms for data pattern recognition.,AI
D5 - 1028,"i dont use project management tools, they're too complicated",Human
D5 - 1029,"i dont like timelines, they stress me out",Human
D5 - 1030,The software development process followed industry best practices.,AI
D5 - 1031,The project team maintained open lines of communication.,AI
D5 - 1032,"i dont like change, it's too much effort",Human
D5 - 1033,"i dont worry about encryption, it's overrated",Human
D5 - 1034,"i dont like identifying problems, it's too much effort",Human
D5 - 1035,The discussion section critically examines study limitations.,AI
D5 - 1036,Please submit your assignment by the deadline.,AI
D5 - 1037,"i dont care about environmental factors, just give me the data",Human
D5 - 1038,The findings contribute to emerging discussions in the field.,AI
D5 - 1039,The project team implemented eco-friendly initiatives for sustainable business.,AI
D5 - 1040,"i dont like talking about limitations, it makes me look bad",Human
D5 - 1041,The study's implications for practice are discussed in detail.,AI
D5 - 1042,The exploration of renewable energy sources is crucial for addressing climate change.,AI
D5 - 1043,"i dont like communicating, it's a waste of time",Human
D5 - 1044,"i dont care about astronomy, just give me the results",Human
D5 - 1045,"i dont like iterative development, it's too slow",Human
D5 - 1046,The project team maintained open lines of communication.,AI
D5 - 1047,The information is accurate and well-researched.,AI
D5 - 1048,"i dont see the point of context, just give me the answer",Human
D5 - 1049,"i dont see the point of context, just give me the answer",Human
D5 - 1050,"i dont like using technology, it's confusing",Human
D5 - 1051,The research question is well-aligned with the study's objectives.,AI
D5 - 1052,"i dont understand modeling techniques, just give me the conclusion",Human
D5 - 1053,The theoretical framework provides a solid foundation for the study.,AI
D5 - 1054,"i dont care about replicability, just get it done",Human
D5 - 1055,The research aligns with current trends in the industry.,AI
D5 - 1056,The project team prioritized diversity and inclusion in hiring processes.,AI
D5 - 1057,"In astronomy, the study of exoplanets provides insights into potential habitable zones.",AI
D5 - 1058,The project team prioritized continuous learning through professional development.,AI
D5 - 1059,The project team fostered a culture of collaboration and knowledge-sharing.,AI
D5 - 1060,The project team maintained a collaborative and open-door communication policy.,AI
D5 - 1061,"i dont care about replicability, just get it done",Human
D5 - 1062,"i dont like communicating, it's a waste of time",Human
D5 - 1063,The conclusion drawn from the data is valid.,AI
D5 - 1064,"i dont like theory, just give me what works",Human
D5 - 1065,i rlly hate it when ppl use txt abbreviations,Human
D5 - 1066,The rise of electric scooters is transforming urban transportation and reducing emissions.,AI
D5 - 1067,"i dont worry about confidentiality, it's overrated",Human
D5 - 1068,The project team prioritized clear and concise reporting in project documentation.,AI
D5 - 1069,The experimental design controlled for confounding variables.,AI
D5 - 1070,"i dont use project management tools, they're too complicated",Human
D5 - 1071,"i dont document processes, it's too tedious",Human
D5 - 1072,The experiment results are statistically significant.,AI
D5 - 1073,"i avoid conflicts, they stress me out",Human
D5 - 1074,"i dont care about diverse perspectives, just give me the data",Human
D5 - 1075,"i dont care about empirical knowledge, just give me the information",Human
D5 - 1076,"i dont care about best practices, they're too conventional",Human
D5 - 1077,"i dont like longitudinal approaches, they take too much time",Human
D5 - 1078,"i dont have time to review other people's work, its pointless",Human
D5 - 1079,"i dont have time to explain every little step, its tedious",Human
D5 - 1080,The conclusion summarizes the key findings of the study.,AI
D5 - 1081,The project team embraced a culture of innovation for continuous improvement.,AI
D5 - 1082,"i dont like motivation, it's temporary",Human
D5 - 1083,The project team leveraged data visualization tools for effective communication.,AI
D5 - 1084,"i dont like using technology, it's confusing",Human
D5 - 1085,"i dont like theory, just give me what works",Human
D5 - 1086,The research design incorporated participant feedback for iterative improvements.,AI
D5 - 1087,"i dont see the point of objectives, just give me the answer",Human
D5 - 1088,The project team maintained an open feedback culture for continuous improvement.,AI
D5 - 1089,The research question is clearly defined and researchable.,AI
D5 - 1090,"i dont manage resources, it's too much effort",Human
D5 - 1091,"i dont understand statistics, just give me the conclusion",Human
D5 - 1092,The project team demonstrated resilience in the face of unexpected challenges.,AI
D5 - 1093,The potential of CRISPR technology in gene editing raises ethical considerations.,AI
D5 - 1094,The professor provided constructive feedback on the paper.,AI
D5 - 1095,"i dont understand statistics, just give me the answer",Human
D5 - 1096,i give up easily when things get tough,Human
D5 - 1097,"i dont care about existing knowledge, just give me the new information",Human
D5 - 1098,"i dont like timelines, they stress me out",Human
D5 - 1099,The development of quantum encryption ensures secure communication in the digital age.,AI
D5 - 1100,"i dont care about social media, just give me the data",Human
D5 - 1101,"i dont care about multi-method approaches, just give me the results",Human
D5 - 1102,"i dont understand variables, just give me the answer",Human
D5 - 1103,"i dont worry about encryption, it's overrated",Human
